Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Tunicamycin_NZO-H1LtJ_mice_-_primary_Mouse_Embryonic_Fibroblasts_GSE63756_up	84/494	0.00000000000000000000048217910789149134241140558400494199381264725535218765086766488925373863594359136186540126800537109375	0.0000000000000000000697016688185366888668683243483399205917415686532367762040518499588870326988399028778076171875	0.00000000000000000000001851661554253038058904301468133290971787202858338307454178284293215550615485653906944207847118377685546875	0.00000000000000000000267667964675911423200217500368762269274607706507235430223000383076481512034661136567592620849609375	-1.50505614267205	73.87376421507498	CLIC4;ARF2;TMEM41B;SLC2A1;MAGT1;GHITM;CHD2;PVR;HERPUD1;ERO1L;SERP1;ZC3H7A;CREB3L2;SESN2;OSBP;CYP1B1;CHAC1;IER3;PDIA3;DDX50;PDIA6;EREG;PDIA4;DNAJC3;UGDH;MTHFD2;PIGA;DDIT3;DNAJB11;TXNIP;TRIB3;FAR1;ARHGEF2;NUPR1;SGK1;CRELD2;SQSTM1;ATF3;STK40;RHOQ;ATF4;PPP1R15A;ZFP703;USO1;SEL1L;DERL1;SLC1A4;SLC3A2;PTGS2;SPTY2D1;HSP90B1;IL1RL1;MAT2A;HMOX1;DNAJB9;FNIP1;SASH1;ARL14EP;XBP1;SDF2L1;GADD45A;EDEM1;TXNRD1;SURF4;SYVN1;NFXL1;SUCO;CFLAR;KLF4;FOSL2;MANF;VEGFA;NR4A1;RCAN1;IBTK;TRIM35;TMCC3;SNAI2;PTX3;HYOU1;SERINC1;CALR;ALDH18A1;SERINC3
STC1_Embryonic_fibroblasts_Knockout_GSE47395_up	77/499	0.0000000000000000094469934744778968266189822965268365063601979097368012416868765512845129705965518951416015625	0.00000000000000076815865689348398484778752301208225954822351837225635762251840787939727306365966796875	0.000000000000000000225920068877811782718497551509098280265881841986593848992104227590971277095377445220947265625	0.000000000000000018370125600627072098967663362031788195702147062165175694925522975609055720269680023193359375	-1.875432010865878	73.5185010627108	SLC48A1;CDKN1A;BTG1;SRXN1;SLC2A1;PLOD2;SLC7A11;HK1;ERO1L;GYS1;MAP1LC3B;FAM162A;FTH1;CYP1B1;SLC16A3;TRP53INP1;IER3;PDIA3;BNIP3L;CPT1A;MAP2K1;TPI1;PEG3;PGAM1;EREG;UGDH;VCAN;IMPACT;G6PDX;CD47;TNFRSF23;ALDOA;ATP6V0D1;SQSTM1;PCYOX1;NLGN2;ABHD4;AK1;MGST1;GLRX;PTGS2;PTGS1;HELZ2;IL1RL1;LDHA;PGRMC1;UBC;ESD;EPB41L3;PGK1;STOM;HMOX1;NQO1;PRRX1;LHFP;CDC42BPG;BNIP3;TXNRD1;STAT2;STAT3;MT2;MT1;ASS1;FOSL2;VEGFA;NR4A1;GCLC;PFKL;SLC6A8;P4HA1;P4HA2;NBR1;PTX3;SERINC1;GLA;NFE2L2;FGFR1
Tunicamycin_C57BL-6J_mice_-_primary_Mouse_Embryonic_Fibroblasts_GSE63756_up	82/494	0.00000000000000000000741408371719012885170222991990761189427769135037957982567978498789074137675925157964229583740234375	0.000000000000000000876883901460396096344568234425597742532897858091828387216981610663424362428486347198486328125	0.0000000000000000000002485595677824549202978841847757518134532300658887969406116678905416250700000091455876827239990234375	0.000000000000000000029397817971361262253238766892000121477478990528261974910124998405791529876296408474445343017578125	-1.5632851902152396	72.45968420944664	TMEM41B;SLC35B1;SLC2A1;CPOX;MAGT1;GHITM;CHD2;HERPUD1;ERO1L;SERP1;ZC3H7A;FTH1;CREB3L2;SESN2;CHAC1;IER3;PDIA3;CAST;DDX50;PDIA6;EREG;PDIA4;DNAJC3;UGDH;MTHFD2;DDIT3;DNAJB11;TXNIP;TRIB3;FAR1;ARHGEF2;NUPR1;SGK1;CRELD2;SQSTM1;ATF3;ATF4;PPP1R15A;USO1;SEL1L;DERL1;SLC1A4;SLC3A2;PTGS2;HSP90B1;IL1RL1;MAT2A;ESD;PGK1;HMOX1;DNAJB9;SARAF;FYN;SASH1;ARL14EP;XBP1;SDF2L1;GADD45A;EDEM1;TXNRD1;SURF4;SYVN1;MTHFR;NFXL1;SUCO;FOSL2;MANF;VEGFA;RCAN1;SPCS2;IBTK;TRIM35;RAB18;TMCC3;SNAI2;PTX3;HYOU1;SERINC1;CALR;ALDH18A1;SERINC3;NFE2L2
EHF_Calu-3_knockdown_GSE63397_down	76/498	0.00000000000000002943782392433371274733273183719499036911618921642797008786374135524965822696685791015625	0.00000000000000225285934856224480091074480474400612367718329913379715634391686762683093547821044921875	0.000000000000000000686980946618061337639071244798800396878241162379225177858632633842717041261494159698486328125	0.00000000000000005257424773824104949901955878647568069038351315134215135937978402580483816564083099365234375	-1.7766593018937016	67.62720613888216	CDKN1A;TRAM1;ALAS1;PLEKHB2;CERK;SLC35B1;SLC2A1;AREG;LIPA;HERPUD1;HK1;HID1;GMPPB;SERP1;SCRN1;TUBB3;SLC16A3;TMED4;PDIA3;BNIP3L;GABARAPL1;WIPI1;ALG12;PDIA4;HOXB9;DDIT4;DNAJB11;PLIN3;TRIM16;ALDOA;ATP6V0D1;CRELD2;SQSTM1;SEC23A;FICD;SEL1L;DERL1;PIK3R3;FAM214B;NDRG1;DEDD2;HSP90B1;POLD4;RAB11FIP1;PRRC1;S100A16;MCRIP1;PGK1;SARAF;ATP6V0A1;KDM4A;TMEM86A;XBP1;SDF2L1;HSPA5;GDF15;WFS1;YIPF3;SIAH2;SLC33A1;SURF4;GFPT1;SUCO;TVP23B;FOSL2;MANF;VEGFA;IBTK;GNPDA1;NBR1;CDK2AP2;RNF181;SRPRB;HYOU1;NUCB2;MXD4
Erlotinib_11-18_GSE65420_up	98/902	0.0000000000039469934951127256587099330642170558029746540995574832777492702007293701171875	0.00000000011163127254655774547843370266496897114105735226985416375100612640380859375	0.0000000000000053491249609222110663913604006301859570131113259805477611052992870099842548370361328125	0.00000000000019324741420046195877337419566706560737742899569457932784644071944057941436767578125	-2.5428739690078395	66.77095496763161	NARF;MSMO1;HID1;GOLGA2;LGALS3;FTH1;CREB3L2;CYP1B1;MAF1;GABARAPL1;KHNYN;CIRBP;KRT8;GTPBP2;ALDH3A2;ALDH3A1;POR;SCNN1A;DDIT4;TXNIP;ULK1;TRIM16;SQSTM1;ATF4;SLC45A4;RAB5B;SLC26A2;FECH;FAM114A1;ABHD4;MGST1;PIK3R3;NEDD4L;HELZ2;MYO6;HMOX1;UBE2H;XBP1;HSPA5;NEBL;WFS1;IDH1;GFPT1;MTHFR;PARP14;TMEM230;FOSL2;PAN2;NR4A1;GCLC;GNAL;MKRN1;HBP1;GCLM;NFE2L2;MXD4;TRAM1;CALCOCO1;CDKN1B;ALAS1;SRXN1;SLC2A1;PCMTD2;MFSD6;CHMP1B;SMIM14;KREMEN1;UGDH;GPRC5A;RRM2B;CD47;SEC22B;RBM47;DENND3;MFF;CLCN3;TOB1;DNAJB2;ERBB3;DNAJB4;STOM;DCAF11;KDM4A;NQO1;GDF15;YIPF3;TXNRD1;STAT2;STAT3;ASS1;PDP1;TSPAN15;PFKL;ZDHHC9;NBR1;PDCD4;CDK2AP2;GPD1L
DMOG_Liver_GSE74170_up	78/497	0.0000000000000000020909028112079379510688813672519144763239991544078767715664213255877257324755191802978515625	0.000000000000000209251119798579029517956576922287475944390002977578413290160597171052359044551849365234375	0.000000000000000000053693418777105084467754456230830478920797239192409900190340599213101313580409623682498931884765625	0.0000000000000000053734721406933622280227259607192379144634695130842982901953064356348477303981781005859375	-1.6209275822767484	65.9862367765373	CDKN1A;TRAM1;SRXN1;C2CD3;CERK;PDE3B;SLC2A1;VLDLR;TMEM263;ERO1L;GOLGA2;GYS1;ALKBH5;PPME1;FAM162A;PDE4B;CHP1;PDK2;PDK1;TRP53INP1;CAST;BNIP3L;TPI1;PEG3;DUSP1;PGAM1;KRT8;RNASE4;GFRA1;GPCPD1;TMEM106B;ALDOA;PPP1R15A;CSF1R;KDM3A;INSIG2;SLC41A2;CREM;DERL2;NEDD4L;SLC1A4;AK4;HIGD1A;NDRG1;HSP90B1;LDHA;MXI1;PGK1;HMOX1;DNAJB9;ST3GAL1;EGLN1;PLK3;KDM4B;HSPA5;PLEKHA2;MCAM;BNIP3;STAT3;GFPT1;DNAJC12;MT2;MT1;ASS1;PNRC1;TTC17;FOSL2;MANF;VEGFA;SPCS2;PFKL;KRT18;P4HA1;P4HA2;CTH;RAB18;CALR;PFKP
Albuterol_Airway_(Smooth_muscle)_GSE58434_up	93/757	0.000000000000011054692911122344006435763755638511545201750629896508826277568005025386810302734375	0.000000000000513648409906077446598773089735072354768997959784115892034606076776981353759765625	0.00000000000000002928791517978699933951122216529960876882614844384476737726430428665480576455593109130859375	0.000000000000001731980802222858418640670495870110309617921694018416456373188339057378470897674560546875	-2.029714912632682	65.22675881409414	SPON2;BTG1;TFRC;PTPRN;PDE3B;PLOD2;SLC7A11;PVR;TMEM263;LGALS3;RASSF2;CSRP1;SESN3;ANPEP;CREB3L2;AOX1;CYP1B1;SEC62;PCMTD1;PDIA3;SMIM14;BNIP3L;TPI1;PGAM1;VWA5A;KREMEN1;P3H1;WIPI1;RNASE4;FNDC3A;PDIA6;PDIA4;ALDH3A2;EID1;VCAN;PREPL;DDIT3;DDIT4;FKBP7;TXNIP;ARHGEF2;KDELR3;ALDOA;SQSTM1;FAM8A1;RHOQ;PLPP1;TMEM45A;AVPI1;SEC23A;NLGN2;TNXB;FAM114A1;MGST1;SLC3A2;ADD3;EHBP1;PTGS1;HSP90B1;LDHA;PGRMC1;MAT2A;PGK1;STOM;HMOX1;SARAF;ST3GAL1;CD55;IL33;UBE2H;PRRX1;YIPF3;IDH1;STAT3;SURF4;KLHL24;PTPN13;RCAN1;PINK1;PFKL;P4HA2;P4HA3;RAB13;SNAI2;SERINC1;HBP1;CD248;LPIN1;NUCB2;CRLF1;NFE2L2;MXD4;FGFR1
FFAR3_Pancreatic_islets_knockout_GSE67991_down	75/499	0.000000000000000113613386928814358190832186667794023287371643778607965824534176135784946382045745849609375	0.000000000000007779527178651973318269974436297443816289913336159411727521728607825934886932373046875	0.00000000000000000252948178070494737067563790482790331008580759188032922868405449889905867166817188262939453125	0.000000000000000173202936668270344901607169714885620227145377109968793494232386365183629095554351806640625	-1.7720244743218176	65.05762869171684	ABCD3;BTG1;ERO1LB;TFRC;PTPRN;ZFAND2A;HERPUD1;HID1;GMPPB;UFL1;DUSP10;SERP1;SESN3;TUBB3;CHAC1;GATSL2;TRP53INP1;NDEL1;PDIA3;SMIM14;DUSP1;ARRDC3;ARID5A;UBALD2;FOS;DUSP8;DNAJC3;TUBB2A;PIGA;DDIT3;CRY2;TXNIP;SEC22B;ATF3;ATF4;PPP1R15A;BEX2;SPTY2D1;FOXO3;TOB1;DEDD2;MNT;DNAJB4;UBC;EPB41L3;DNAJB9;SEC23B;SDF2L1;HSPA5;SIAH2;TXNRD1;SURF4;GFPT1;TVP23B;KLF4;SMARCA2;PNRC1;FOSL2;MANF;VEGFA;PER2;NR4A2;NR4A1;PER1;SPCS2;TTC30B;OSTC;GOLGB1;MAFF;RNF181;SRPRB;HYOU1;HBP1;CALR;MXD1
Nutlin-3a_MCF7_5uM-24hrs_GSE47042_up	77/497	0.000000000000000007465404999837543408023142794888477121183473539964108034450163131623412482440471649169921875	0.0000000000000006474994603192429054992762717775722262456654094824048950584938211250118911266326904296875	0.000000000000000000183608762342737995096892424370198806945527012852420315792978389168865760439075529575347900390625	0.000000000000000015924999987193476067331034866226895432268207588167967247994027957247453741729259490966796875	-1.5651269645926837	61.72274137392027	SLC35F6;BTG1;DGKA;SLC2A1;CROT;LGALS3;SESN3;SESN2;PGPEP1;IER3;TSPYL2;ABCC3;CAST;SMIM14;TSPYL1;KHNYN;ARRDC1;TSC22D3;KRT8;DYRK1B;TRAFD1;WIPI1;FOS;RBL2;UGDH;TOM1L2;DOPEY2;GPRC5A;RRM2B;TEP1;DDIT4;TXNIP;ULK1;TRIM16;SEC22B;RHOQ;TMEM45A;RAB5B;SLC26A2;HSPA4L;PIK3R3;FOXO3;TOB1;FAM214A;BLOC1S6;RMND5A;ERBB3;S100A16;NACC2;MYO6;UBC;STOM;ST3GAL1;SASH1;KDM4A;KDM4B;UBE2H;MON2;XBP1;ATP8B2;GDF15;NEBL;GADD45A;STAT3;SUCO;KLF4;SUOX;PNRC1;FOSL2;TSPAN15;KRT18;CCNG2;GOLGB1;PDCD4;GPD1L;YPEL5;MXD4
Myelodysplastic_Syndrome_Bone_Marrow_GSE63816_down	75/497	0.000000000000000090648612207039524723516578655746770409871020134952301905428839745582081377506256103515625	0.00000000000000655188024896435681259551650384637145271035478522048123295462573878467082977294921875	0.0000000000000000020703593414047996681838622977415780341853586348313011333832633908969000913202762603759765625	0.000000000000000149640972398202454548732568482075691480915930094142130002410340239293873310089111328125	-1.654708915936968	61.12418791970613	CDKN1B;BTG1;CHD2;ETS2;STK10;RGS2;MAP1LC3B;RASSF2;ANPEP;FTH1;SESN2;PDE4B;PIM2;SLC12A6;SLC16A3;PDK1;IER3;TSPYL2;CAST;BNIP3L;TPI1;DUSP1;TSC22D3;PGAM1;ARRDC3;FOS;GPCPD1;VCAN;DDIT3;DDIT4;ULK1;HECA;ALDOA;SGK1;PPP1R15A;KMT2E;KDM3A;PFKFB4;DENND3;FOXO3;MTMR4;ADD3;NDRG1;PHF21A;DEDD2;LDHA;UBC;MXI1;PGK1;STOM;SARAF;CD55;PLK3;PNPLA8;BNIP3;STAT3;OSBPL2;NFXL1;APOBR;PNRC1;TMEM154;FOSL2;VEGFA;ABTB1;PER1;SNRK;P4HA1;CCNG2;MKRN1;RAB18;TMCC3;PTX3;MXD1;YPEL5;YPEL3
NMP_JJN3_4hr-10nM_GSE56623_up	73/498	0.00000000000000114836163142495859044921685927682382906138045496058364136615637107752263545989990234375	0.000000000000071143737261136729178096915175639989594412460061079173101461492478847503662109375	0.000000000000000024472770110602490208808946686231163575418547681365744050907551354612223803997039794921875	0.000000000000001516146376852087688697226977218735677650440448784030511575338096008636057376861572265625	-1.7602646199121745	60.55387768198073	HERPUD2;CDKN1A;ALAS1;BTG1;MIA3;MSMO1;CHD2;HERPUD1;RGS2;MAP1LC3B;ALKBH5;CPT2;SESN3;TUBB3;SESN2;CHAC1;SLC25A44;VPS39;PCMTD1;PSKH1;SMIM14;H2AFZ;ARRDC3;CIRBP;GOLPH3L;UBALD2;ESCO2;MASTL;ATG13;DNAJC3;NPC1;POC5;MTHFD2;MADD;TXNIP;ULK1;LRIF1;SQSTM1;STK40;ATF4;PPP1R15A;KDM3A;RAB5B;CLCN3;KRCC1;TOB1;DEDD2;HSP90B1;RAB11FIP1;DNAJB4;UBC;IP6K1;KDM4A;STIL;PEX19;HSPA5;PNPLA8;IDH1;KLHL24;PNRC1;MANF;AMACR;CCNG2;MKRN1;NBR1;CDK2AP2;HYOU1;SERINC1;HBP1;CALR;MXD1;CENPQ;FGFR1
Tunicamycin_CAST-EiJ_mice_-_primary_Mouse_Embryonic_Fibroblasts_GSE63756_up	77/494	0.00000000000000000522981913082186724167054918438571368490285619387114394995830224388555507175624370574951171875	0.0000000000000004859996206570892621750880896505325586690114507415483302565917256288230419158935546875	0.0000000000000000001342513360791171083881342933038614355242956327042430923930649289133043566835112869739532470703125	0.0000000000000000124757848742093839584681848562834106864649481613929217493907941616271273232996463775634765625	-1.5056514431372041	59.91311557031934	SLC35B1;SLC2A1;TXNDC11;CPOX;MAGT1;GHITM;CHD2;PVR;HERPUD1;ERO1L;SERP1;ZC3H7A;CREB3L2;SESN2;OSBP;CYP1B1;CHAC1;IER3;PDIA3;OSMR;DDX50;PDIA6;EREG;PDIA4;DISP1;DNAJC3;UGDH;MTHFD2;PIGA;DDIT3;DNAJB11;TXNIP;TRIB3;FAR1;ARHGEF2;NUPR1;ZFP9;SGK1;CRELD2;SQSTM1;STK40;ATF4;PPP1R15A;ZFP703;USO1;SEL1L;DERL1;SLC1A4;SLC3A2;PTGS2;HSP90B1;IL1RL1;HMOX1;DNAJB9;SASH1;XBP1;SDF2L1;EDEM1;TXNRD1;SURF4;SYVN1;NFXL1;SUCO;CFLAR;KLF3;FOSL2;MANF;VEGFA;IBTK;OSTC;TRIM35;PTX3;HYOU1;SERINC1;CALR;ALDH18A1;SERINC3
Cyclophosphamide_B16F10_tumors_in_C57BL-6_mice_GSE71491_up	74/498	0.0000000000000003442603618284105956805947630693280710970021027579612837854483586852438747882843017578125	0.00000000000002239413653693810867216815239479490831753347342136795106171121005900204181671142578125	0.0000000000000000075312318105185166111446059929413306604310076564317948111249023668278823606669902801513671875	0.000000000000000489906629274229549697270945196279311504051492097422393356964676058851182460784912109375	-1.6553803217299616	58.940037244208455	SLC48A1;CDKN1A;PLEKHB2;FKBP14;CSAD;LIPA;HK1;ERO1L;LGALS3;MAP1LC3B;CSRP1;TMEM43;SESN3;FAM162A;FTH1;NIPAL3;CHP1;TRP53INP2;TRP53INP1;GABARAPL1;CHPF2;VWA5A;SLC39A13;MFSD11;OSMR;MAPK8IP1;TUBB2A;TMBIM1;MAPRE3;CRELD1;PCYOX1;PRR13;NDRG4;RAB5B;ABHD4;AK1;SEMA3B;AK4;HSD17B11;FAM214B;NCALD;ADGRG1;ATP6V0A2;STOM;SARAF;NDUFV3;ST3GAL1;SASH1;RAB11FIP5;YIPF3;MCAM;BNIP3;STAT3;MT2;CFLAR;MT1;PARP14;TMCO3;ASS1;SLC4A8;PINK1;PFKL;EHD3;SLC6A8;PIK3IP1;PQLC3;RNF181;TACC1;HPSE;LPIN1;SERINC3;YPEL5;CRLF1;MXD4
CFTR_Colon_Knockout_GSE76095_up	94/845	0.000000000002943560512971755404726765870697654321926084453053817924228496849536895751953125	0.0000000000851016050528056444547017564495401849289368811923850444145500659942626953125	0.0000000000000054958911033182874388247135433656379156669197390272518788378874887712299823760986328125	0.00000000000019324741420046195877337419566706560737742899569457932784644071944057941436767578125	-2.0731847356330837	55.04595969509935	CLIC5;CDKN1A;ABCD3;ALAS1;PLEKHB2;SRXN1;TFRC;DGKA;MSMO1;VSIG10;HERPUD1;HK1;LGALS3;MFSD6;EEF2K;SERP1;ANPEP;CAPN5;CHP1;TRP53INP2;PDIA3;TPD52;ARRDC4;ABCC3;SLC36A1;CAST;CPT1A;MAP2K1;TPI1;H2AFZ;GOLPH3L;KRT8;FOS;PDIA6;PDIA4;GPRC5A;SLPI;NOV;TMBIM1;DNAJB11;TXNIP;FAR1;NUPR1;ALDOA;SQSTM1;FAM8A1;ATF4;PRR13;SLC26A2;HIGD1A;HOXB13;TOB1;NDRG1;CLCN2;HSP90B1;KLC4;LDHA;ERBB3;CLMN;S100A16;MYO6;UBC;ATP6V0A2;PGK1;MAL2;STOM;METTL7B;CD55;SLC35A2;XBP1;HSPA5;VDR;TXNRD1;GFPT1;MT1;CORO2A;KLF4;FBXO32;KLF3;TMCO3;GPR137B;MANF;TSPAN15;PFKL;SLC6A8;KRT18;STK25;CTH;MKRN1;PMP22;TMCC3;HYOU1;CALR;MXD1
GW3965_Tumor-HT-29_24hrs_GSE77039_down	72/497	0.0000000000000033882593711278775015859169183741820405831820552100541732443161890842020511627197265625	0.00000000000016954328622451415970393962508048725233472837914394659719619085080921649932861328125	0.0000000000000000714068873055034512053419242789816978294310006645205513020613352637155912816524505615234375	0.0000000000000034407540883133331485244540495803896295253540386915869220274544204585254192352294921875	-1.6166769602236597	53.86518673758662	CDKN1A;CLIC4;SLC2A1;SLC7A11;MAGT1;CHD2;PVR;ETS2;HERPUD1;HK1;HID1;TUBB3;FTH1;SESN2;CAPN5;CYP1B1;CHAC1;LGALS8;ABCD1;PDIA3;CAST;CPT1A;H2AFZ;GPT2;EMP2;PDIA6;EREG;PDIA4;DNAJC3;HOXB9;NPC1;MTHFD2;DDIT4;TRIB3;CD47;ATF4;SLC45A4;RAB5B;MGST1;PIK3R3;SLC3A2;CLCN3;FOXO3;EHBP1;HSP90B1;KLC4;ADGRG1;MAT2A;ERBB3;MYO6;ST3GAL1;CD55;KDM4A;NQO1;UBE2H;XBP1;HSPA5;GDF15;IDH1;TXNRD1;GFPT1;SUCO;KLF3;VEGFA;GOLGB1;HYOU1;CALR;LPIN1;SERINC3;SEC24D;NFE2L2;MXD4
HER2_BT474_knockdown_GSE60182_up	72/497	0.0000000000000033882593711278775015859169183741820405831820552100541732443161890842020511627197265625	0.00000000000016954328622451415970393962508048725233472837914394659719619085080921649932861328125	0.0000000000000000714068873055034512053419242789816978294310006645205513020613352637155912816524505615234375	0.0000000000000034407540883133331485244540495803896295253540386915869220274544204585254192352294921875	-1.6091960099335185	53.61593299409459	HERPUD2;CALCOCO1;ATP8A1;CERK;FBXO25;CHD2;WDR45;CSAD;ZFYVE1;CCDC28A;PCMTD2;TMEM101;LGALS3;TCP11L2;LGALS8;BBS4;PDK2;PCMTD1;RSPRY1;TSPYL2;ARHGEF10;GABARAPL1;KHNYN;IFT140;ARRDC3;ZC2HC1A;SYF2;TXNIP;RELL1;HECA;KIZ;KDM3A;SATB1;SEL1L;FOXO3;HOXB13;FAM214B;NDRG1;FAM214A;FBXL20;CTIF;ERBB3;MXI1;GPAT3;DCAF11;CD55;PLXNA4;ANKZF1;SRPK2;UBE2H;TMEM50B;WDR19;KLHL24;SORBS1;FBXO32;PARP14;PNRC1;GPR137B;PINK1;SNRK;DHRS7;GSTA4;PIK3IP1;B4GAT1;NBR1;JMY;CREBRF;HBP1;YPEL5;NUCB2;YPEL3;BET1
HER2_BT-474_knockdown_GSE60182_up	72/497	0.0000000000000033882593711278775015859169183741820405831820552100541732443161890842020511627197265625	0.00000000000016954328622451415970393962508048725233472837914394659719619085080921649932861328125	0.0000000000000000714068873055034512053419242789816978294310006645205513020613352637155912816524505615234375	0.0000000000000034407540883133331485244540495803896295253540386915869220274544204585254192352294921875	-1.6072635597547935	53.5515467299867	HERPUD2;CALCOCO1;ATP8A1;CERK;FBXO25;CHD2;WDR45;CSAD;ZFYVE1;CCDC28A;PCMTD2;TMEM101;LGALS3;TCP11L2;LGALS8;BBS4;PDK2;PCMTD1;RSPRY1;TSPYL2;ARHGEF10;GABARAPL1;KHNYN;IFT140;ARRDC3;ZC2HC1A;SYF2;TXNIP;RELL1;HECA;KIZ;KDM3A;SATB1;SEL1L;FOXO3;HOXB13;FAM214B;NDRG1;FAM214A;FBXL20;CTIF;ERBB3;MXI1;GPAT3;DCAF11;CD55;PLXNA4;ANKZF1;SRPK2;UBE2H;TMEM50B;WDR19;KLHL24;SORBS1;FBXO32;PARP14;PNRC1;GPR137B;PINK1;SNRK;DHRS7;GSTA4;PIK3IP1;B4GAT1;NBR1;JMY;CREBRF;HBP1;YPEL5;NUCB2;YPEL3;BET1
Tunicamycin_129S1Sv-ImJ_mice_-_primary_Mouse_Embryonic_Fibroblasts_GSE63756_up	72/494	0.00000000000000246084532199502863406139888270541833696357131473775314844942840863950550556182861328125	0.00000000000014552544381434238034968825709349849744527784223269151198110193945467472076416015625	0.00000000000000005362576913271945459067274370299587825122876837808348626790433399946778081357479095458984375	0.000000000000003033353288768174443633271831604928457000740389670756513851301860995590686798095703125	-1.5914686014722406	53.534252863707884	TMEM41B;SLC35B1;MAGT1;GHITM;CHD2;HERPUD1;ERO1L;SERP1;ZC3H7A;CREB3L2;SESN2;CYP1B1;CHAC1;SEC62;IER3;PDIA3;DDX50;PDIA6;EREG;PDIA4;DNAJC3;UGDH;MTHFD2;DDIT3;DNAJB11;TXNIP;TRIB3;FAR1;ARHGEF2;NUPR1;SGK1;CRELD2;SQSTM1;ATF4;PPP1R15A;ZFP703;USO1;SEL1L;DERL1;SLC3A2;PTGS2;HSP90B1;PGRMC1;MAT2A;ESD;PGK1;HMOX1;DNAJB9;SARAF;SASH1;XBP1;SDF2L1;PRRX1;GADD45A;EDEM1;SURF4;SYVN1;KLF4;FOSL2;MANF;VEGFA;IBTK;OSTC;TRIM35;RAB18;TMCC3;SNAI2;HYOU1;SERINC1;CALR;ALDH18A1;SERINC3
WZ4002_NSCLC-Parental_PC9-WZ4002-tolerant_24hrs_GSE75602_up	70/498	0.0000000000000385119567407757052003019098230516890129441869017323796242635580711066722869873046875	0.00000000000161625986192739345293503338585995867076987309030045025792787782847881317138671875	0.000000000000000777441599740623101501753006383367787770336302353990642899361773743294179439544677734375	0.0000000000000326274684278242130823470599576216355581690341247647069167214795015752315521240234375	-1.6866528314079032	52.097008207159284	TRAM1;CLIC4;CALCOCO1;BTG1;MSMO1;TMEM263;HERPUD1;LGALS3;DUSP10;CHMP1B;CYP1B1;CHP1;PGPEP1;SMIM14;GABARAPL1;TSC22D3;HEG1;KRT8;TRAFD1;ARID5B;BPGM;ALDH3A1;GPRC5A;SLPI;TMBIM1;SCNN1A;TXNIP;TMEM106B;ULK1;CD47;TRIM16;SEC22B;SQSTM1;TMEM45A;RAB5B;FAM114A1;ABHD4;DNAJB2;ERBB3;MYO6;UBC;SLC17A5;SARAF;FYN;CD55;SASH1;UBE2H;HSPA5;GADD45A;YIPF3;IDH1;STAT3;PDE4DIP;KLHL24;FBXO32;TMCO3;ASS1;TTC9;PINK1;PIK3IP1;GOLGB1;RAB13;NBR1;TACC1;SERINC1;HBP1;CALR;SERINC3;YPEL5;YPEL3
Clobetasol_Embryonic_stem_cells_6_hrs_GSE63804_up	69/498	0.00000000000011999544747582561223121200364535951865345951572461302703231922350823879241943359375	0.000000000004460402204744260794241443129818137122537258232313206463004462420940399169921875	0.0000000000000023983591688712575234172431760711241923418406661594470818954505375586450099945068359375	0.000000000000089150436534328750545773674337856901710662980986565884222727618180215358734130859375	-1.745302265388317	51.92505071558508	CDKN1A;CALCOCO1;RAB3A;FKBP14;CBY1;MSMO1;SIPA1L2;EEF2K;CSRP1;SESN3;PPME1;FTH1;CAPN5;TRP53INP2;PCMTD1;TRP53INP1;ZHX3;PEG3;TSC22D3;FAM219A;PDIA6;PDIA4;DNAJC3;TOM1L2;POR;VCAN;TUBB2A;HEATR5B;DNAJB11;CRY1;ELMO1;ALDOA;SGK1;CRELD2;SQSTM1;TMEM55B;SLC3A2;FOXO3;MTMR4;ADD3;HSP90B1;ABR;DNPEP;SV2C;FYN;ATP6V0A1;MON2;USP20;HSPA5;IDH1;TMEM50B;STAT3;MT2;MT1;PTPN13;SMARCA2;MANF;PER2;PER1;ALDH6A1;GCLC;EHD3;CAPN10;KLF9;PMP22;TMCC3;CALR;LPIN1;SERINC3
FFAR3_Pancreatic_islets_knockout_GSE67991_up	71/497	0.00000000000001095315066969809896997768073839743392154330060839217964030467555858194828033447265625	0.000000000000513648409906077446598773089735072354768997959784115892034606076776981353759765625	0.000000000000000226569818453391538596807154637345929947269090702632876599409428308717906475067138671875	0.000000000000010527404778852228451600955921946815667310736429340689568334710202179849147796630859375	-1.5990343624801266	51.40119823403283	CDKN1A;TRAM1;CLIC4;SRXN1;TMEM41B;OTUD7B;MSMO1;VLDLR;GHITM;SIPA1L2;ETS2;RGS2;ALKBH5;CSRP1;SESN2;OSBP;PIM2;GPRASP1;TRP53INP2;TOR3A;CPT1A;GABARAPL1;KRT8;RNASE4;FNDC3A;TOM1L2;LMBRD1;POR;PREPL;MTHFD2;MADD;DNAJB11;SIK3;NUPR1;ALDOA;CRELD2;SQSTM1;STK40;DERL3;HSPA4L;SEL1L;6430548M08RIK;UBR2;SLC3A2;SGMS2;CLCN3;FAM214A;NCALD;HSP90B1;ABR;RMND5A;HIVEP2;ZSWIM4;IP6K1;UBE2H;MON2;XBP1;ATP8B2;IDH1;EDEM1;STAT3;EIF2AK3;BSDC1;MT2;MT1;NBR1;TMCC3;SERINC1;ALDH18A1;SERINC3;SEC24D
