GENE	EVC-A-1	EVC-B-2	RA72Q-A-3	RA72Q-C-2	WT-1-1	WT-2-2
TBPL1	14.2817	14.5552	14.8009	13.3639	13.0904	13.868
TBPL2	0	0.0748687	0.02584	0.0518019	0	0.0255893
TBR1	0.1907	0.127875	0.170233	0.218033	0.187833	0.14985
TBRG1	7.81979	8.5323	8.68264	8.8489	8.58845	8.9225
TBRG4	114.188	112.779	100.519	107.378	108.809	107.204
TBX1	0.543246	0.719998	0.304296	0.286476	0.367518	0.319746
TBX10	0	0.0202606	0.0419561	0	0.0416646	0.0415491
TBX15	0.570233	0.695225	0.574161	0.670004	0.629742	0.483727
TBX18	0.121274	0.0743507	0.0625492	0.135039	0.114673	0.12865
TBX19	0.85797	0.884303	0.732495	0.777413	0.663223	0.736056
TBX2	0.555066	0.531719	0.577187	0.676458	0.617268	0.756255
TBX20	0.543999	0.638793	0.696231	0.680449	0.553104	0.586046
TBX21	0.0120066	0.0115016	0.0238178	0.0358111	0	0.0471736
TBX22	0.0556344	0.0253566	0.0524906	0.0668864	0.0273978	0
TBX3	193.963	194.679	178.694	185.758	182.946	186.922
TBX4	0.0376409	0.0120192	0.0124448	0	0.0123584	0.0246482
TBX5	0	0	0	0	0	0.0081228
TBX5-AS1	0	0	0	0	0	0
TBX6	0.0711591	0.221539	0.335254	0.194553	0.350447	0.297054
TBXA2R	0.296536	0.374963	0.294122	0.353779	0.362177	0.302919
TBXAS1	0.157586	0.163545	0.156303	0.130561	0.0905431	0.160784
TC2N	0.0367919	0.0058725	0.0182453	0.0243851	0.0181185	0.0120449
TCAIM	16.1757	15.8679	18.3908	17.3513	17.1117	17.6993
TCAM1P	0.0274015	0.0349985	0.0452974	0.00908086	0.0539792	0.0179432
TCAP	1.46008	1.29108	1.4482	1.6005	2.13877	1.61802
TCEA1	79.2383	77.2249	83.1095	79.6505	79.626	78.0903
TCEA2	5.67053	5.50772	5.55762	6.13147	6.10145	5.49639
TCEA3	59.074	61.1605	53.1867	54.0689	52.797	57.3378
TCEAL1	26.3858	24.8493	25.6736	25.501	24.5139	27.2739
TCEAL2	0	0.0303498	0.0628491	0.0944962	0.0312062	0
TCEAL3	14.5241	16.192	16.2131	17.2575	16.7498	16.8907
TCEAL4	63.4108	64.4871	65.2681	59.9559	56.6462	63.3917
TCEAL5	0	0	0	0	0	0
TCEAL6	0	0.0205046	0	0.0212808	0	0
TCEAL7	0	0	0	0	0	0
TCEAL8	42.1866	41.7223	46.7555	42.0938	41.5582	44.0161
TCEANC	0.795558	0.653225	0.772979	0.952363	0.719633	0.797376
TCEANC2	2.44686	2.42091	2.99927	2.83207	2.45325	2.72625
TCEB1	43.6403	41.694	40.8992	39.3742	37.1436	36.9255
TCEB2	183.353	188.138	170.423	197.091	178.83	179.363
TCEB3	23.4673	22.4917	22.7228	22.3827	22.3995	21.471
TCEB3B	0	0	0	0	0.00985421	0
TCEB3C	0	0	0	0	0	0
TCEB3CL	0	0	0	0	0	0
TCEB3CL2	0	0	0	0	0	0
TCERG1	29.9383	32.0531	28.038	25.9443	25.306	27.6329
TCERG1L	0.377049	0.316041	0.128556	0.222575	0.185691	0.300911
TCF12	35.0522	34.215	37.8322	35.436	34.5224	34.7788
TCF15	0.166696	0.106456	0.0826695	0.193351	0.10946	0.109157
TCF19	33.785	32.4218	32.5664	33.2753	33.3048	33.3282
TCF20	5.48618	5.345	5.32444	5.29499	5.20596	5.04883
TCF21	0	0	0	0	0	0
TCF23	0	0	0	0	0	0
TCF24	0.0632932	0.0121262	0.0502224	0.0629263	0.0872787	0.0870367
TCF25	38.0596	39.4672	35.1426	36.8486	38.0054	37.7641
TCF3	27.342	26.9691	22.8514	25.1486	24.87	23.9108
TCF4	29.9572	30.1932	29.6788	27.9959	28.3953	29.5435
TCF7	13.936	14.0902	11.8771	11.6414	12.4348	11.5331
TCF7L1	0.146668	0.110392	0.145475	0.135402	0.154783	0.195515
TCF7L2	7.79754	7.26729	6.70379	6.83799	6.37765	6.60895
TCFL5	4.38085	4.41427	4.62068	4.64414	4.51397	4.77427
TCHH	0.0921232	0.056158	0.07476	0.0457945	0.0618672	0.0699217
TCHHL1	0	0	0	0	0	0
TCHP	11.1845	10.8214	10.9019	11.0453	11.3933	11.2756
TCIRG1	2.12996	2.31806	3.24653	2.73093	2.9526	2.84715
TCL1A	0	0	0.0237056	0	0	0
TCL1B	0.0295432	0	0.0879081	0.0293719	0	0
TCL6	0.036653	0.0614448	0.027266	0.0273304	0.0631786	0.0450025
TCN1	0.0417111	0	0.124115	0.124408	0.184879	0.0409702
TCN2	5.25068	5.68597	6.2948	6.8998	7.94501	6.8018
TCOF1	23.0871	22.6563	20.3666	19.9225	19.3862	19.4279
TCP1	169.804	162.196	145.1	141.671	143.679	140.058
TCP10	0	0	0	0	0	0
TCP10L	0.467596	0.513478	0.52035	0.498901	0.662768	0.593718
TCP10L2	0	0	0	0	0	0
TCP11	0.0361479	0.0692729	0.0358521	0.0539167	0.0534168	0.0355046
TCP11L1	3.23535	3.24739	3.76403	3.40756	4.06875	3.71979
TCP11L2	3.51498	3.77281	4.85851	4.6735	4.49106	4.24289
TCTA	22.1968	20.5764	23.8448	23.0282	25.0338	23.211
TCTE1	0.864923	0.828542	0.991331	0.936344	0.946581	1.03835
TCTE3	0.104626	0.400901	0.0518872	0.416077	0.30916	0.411071
TCTEX1D1	0	0	0	0	0	0
TCTEX1D2	16.3049	17.6413	16.309	18.1903	18.0115	18.3144
TCTEX1D4	0.214508	0.231171	0.319142	0.479844	0.448977	0.526744
TCTN1	13.6843	12.3522	12.2343	11.5319	11.5037	12.2862
TCTN2	6.13559	6.64199	5.6573	5.94082	6.02068	5.87965
TCTN3	26.3407	26.1834	27.5111	26.6609	26.3588	26.44
TDG	35.0367	35.0503	30.0574	28.4546	27.2599	27.7171
TDGF1	0.0181178	0	0	0	0	0
TDGF1P3	0	0.0108684	0	0	0.0111751	0
TDH	0.320475	0.28338	0.293415	0.171563	0.267095	0.12107
TDO2	0.663746	0.67216	0.639533	0.622189	0.504336	0.63333
TDP1	7.98754	8.06529	9.51915	9.46969	9.72153	10.033
TDP2	27.9828	25.6349	27.4274	25.3407	25.6911	25.701
TDRD1	0	0	0	0	0	0
TDRD10	0	0.012803	0	0	0	0.0131279
TDRD12	0.0603536	0.057815	0.119725	0.0200012	0.039631	0.0790422
TDRD3	8.10438	7.6136	9.03273	9.09475	9.31061	9.91522
TDRD5	1.02467	0.874246	1.02929	0.782583	0.837251	1.03158
TDRD6	0.366825	0.41919	0.498689	0.406304	0.469333	0.532462
TDRD7	12.5229	13.1522	13.1423	12.2596	12.5394	12.481
TDRD9	0.106009	0.065709	0.0247403	0.0743962	0.055279	0.073501
TDRG1	0	0	0	0	0	0
TDRKH	8.22528	7.6961	8.03337	6.75502	7.75128	7.68678
TEAD1	5.7233	5.64521	6.13906	6.09524	5.92005	6.16744
TEAD2	11.3462	12.1398	12.4183	11.9151	12.4249	12.8222
TEAD3	1.16302	0.987058	1.3357	1.37942	1.06515	1.07222
TEAD4	2.5888	2.35419	2.24037	2.05315	2.21362	1.74041
TEC	12.5107	13.1805	14.1839	13.7953	13.7164	13.8909
TECPR1	7.07696	6.75471	6.36272	6.53081	6.88466	6.85549
TECPR2	6.60451	6.85345	6.72902	7.05668	7.53269	7.06346
TECR	118.871	112.098	119.809	125.48	123.981	125.551
TECRL	3.28989	2.70278	2.75527	2.79427	2.58591	2.81415
TECTA	0.83076	0.743632	0.715933	0.76727	0.679659	0.789251
TECTB	0	0	0	0	0	0
TEDDM1	0	0.0118622	0.0122823	0.0246225	0.0121969	0.0243262
TEF	3.12766	3.32805	2.88775	2.64429	3.04095	2.77908
TEFM	10.7683	11.0591	9.63746	8.49003	9.32384	9.02741
TEK	2.34725	2.18872	1.54797	1.68816	1.39579	1.31221
TEKT1	0	0.0450435	0.0466386	0	0	0.0461861
TEKT2	0.043564	0.104329	0.172837	0.0649671	0.0858184	0.0855804
TEKT3	0.143939	0.258533	0.374764	0.304096	0.248107	0.194401
TEKT4	0.159052	0.195894	0.225368	0.18072	0.156661	0.156227
TEKT4P2	31.4475	32.4829	32.956	30.4201	30.6299	31.6859
TEKT5	0.0809295	0.116288	0.100338	0.100575	0.0398565	0.0794921
TELO2	13.7981	13.9327	10.9775	12.397	12.7391	12.2925
TEN1	15.1301	15.4174	13.433	15.7596	15.6351	14.9231
TEN1-CDK3	0.955103	0.952295	0.745215	0.838658	1.12534	0.771403
TENC1	2.34238	2.01634	2.39652	2.55117	2.67262	2.40223
TENM1	0.361409	0.348372	0.415784	0.403964	0.375891	0.418934
TENM2	0.0301213	0.0144272	0.0179257	0.0119786	0.00890056	0.00887588
TENM3	2.7939	2.86902	2.89881	3.00162	2.64098	2.62049
TENM4	0.0980329	0.0734943	0.0443899	0.0360195	0.0503788	0.0439592
TEP1	2.52117	2.6021	3.26966	3.11297	3.18019	3.14475
TEPP	0.0212734	0	0	0	0	0.0208955
TERC	0	0.110011	0.113907	0	0	0
TERF1	20.6568	18.6508	19.2156	18.38	17.7815	18.6275
TERF2	14.0885	13.0255	14.6538	14.7189	14.1791	13.7077
TERF2IP	52.9286	53.1995	51.4978	51.8914	52.36	51.8329
TERT	0.00785336	0.00752296	0	0.00780782	0.00773532	0.00771387
TES	18.5871	18.2187	17.7069	17.8464	17.5217	17.9497
TESC	5.96377	5.5092	4.35415	5.31402	4.61544	5.68363
TESK1	35.3673	33.3142	38.702	41.2264	41.8125	41.4792
TESK2	1.58402	1.56483	2.09156	2.11618	2.10628	2.05182
TESPA1	0	0	0	0	0	0.00818741
TET1	1.95849	1.89063	1.56065	1.59146	1.39453	1.57827
TET2	6.85805	6.78583	6.21445	6.33881	5.99466	6.23194
TET3	3.24535	3.50567	3.35502	3.09013	3.05364	2.86894
TEX10	28.4625	27.3363	23.8321	22.803	22.6112	22.7911
TEX101	0.309205	0.473918	0.306688	0.266424	0.162431	0.283465
TEX11	0.00968434	0.027831	0.00960551	0.00962819	0	0
TEX12	0.241873	0.173774	0.119952	0	0.148898	0.0593943
TEX13A	0	0	0	0	0	0
TEX13B	0	0.026079	0	0	0	0
TEX14	0.0842549	0.0946613	0.0918875	0.0834656	0.103416	0.121331
TEX15	1.82542	1.83937	1.75932	1.578	1.6001	1.75071
TEX19	0.196967	0.220129	0.195364	0.13055	0.129338	0.0967344
TEX2	18.7166	18.3865	17.6464	17.1037	18.1142	17.6296
TEX21P	0.236533	0.323692	0.167577	0.537513	0.299543	0.331903
TEX22	0.552539	0.701895	0.536128	0.609046	0.60339	0.648911
TEX26	0	0	0	0	0	0
TEX26-AS1	0.0918566	0.0439965	0.0303697	0.0608827	0.0301587	0.0150375
TEX261	35.814	33.7995	33.1954	31.7365	32.2033	30.401
TEX264	32.6688	30.3813	31.9449	36.8988	36.3449	34.4271
TEX28	0	0.0202912	0.0210097	0	0	0
TEX29	0.112489	0.215515	0.33472	0.0559183	0.221596	0.0552455
TEX30	34.8793	36.5204	38.4394	37.425	38.5274	36.7091
TEX33	0	0	0	0	0	0
TEX35	0.957276	0.724964	1.1035	0.74259	1.14358	0.869942
TEX36	0	0	0	0	0	0
TEX37	0	0	0	0	0	0
TEX38	0.0867532	0.0831042	0.215118	0	0.0854493	0.170425
TEX40	0.105207	0.100781	0.10435	0	0.310876	0.051669
TEX9	5.49695	5.53577	4.96291	5.27824	5.09039	6.36842
TF	0.021981	0.105282	0.130812	0.0983409	0.162379	0.20511
TFAM	27.1551	27.6667	25.6002	24.1273	24.1249	23.5431
TFAMP1	0.0281629	0.0269783	0.0139668	0.0419994	0.0554791	0.0553253
TFAP2A	0.474579	0.332735	0.508664	0.490232	0.466301	0.689854
TFAP2B	0.0102178	0.00978802	0.00506732	0.0101586	0.00503211	0.00501816
TFAP2C	0.0961643	0.0716485	0.0423918	0.0531149	0.0841946	0.0104951
TFAP2D	0.0154845	0	0	0.0153947	0.0152517	0.0152095
TFAP2E	0.272403	0.302147	0.270186	0.399108	0.268308	0.211235
TFAP4	13.7304	13.814	10.793	10.8476	10.9639	10.544
TFB1M	7.12452	7.48532	7.37047	7.23554	7.02822	7.11623
TFB2M	30.3147	29.7282	25.826	25.2617	25.5935	25.1342
TFCP2	17.1083	18.1543	16.8502	16.715	17.9894	18.1057
TFCP2L1	0.172215	0.125978	0.173919	0.124521	0.163458	0.166081
TFDP1	143.872	136.866	123.138	125.78	125.257	125.221
TFDP2	13.7968	13.9522	11.8115	11.6034	11.7472	12.1446
TFDP3	0	0	0	0	0	0
TFE3	31.3226	29.1168	28.8921	29.4744	27.9185	26.7727
TFEB	2.29055	2.24982	2.5036	2.72489	2.50378	2.70443
TFEC	0.0232886	0.0209672	0.00923909	0.0324153	0.0183507	0.0217876
TFF1	0.0985291	0	0	0	0	0
TFF2	0	0	0	0	0.055619	0.0554648
TFF3	0	0	0	0	0	0
TFG	101.148	99.0513	96.1953	95.7976	95.5207	93.7987
TFIP11	21.4297	21.9947	22.5706	22.5102	22.3047	22.5945
TFPI	11.7114	11.4531	13.7985	12.5531	11.6026	12.2099
TFPI2	5.75655	6.13167	13.5138	13.8621	13.309	14.0344
TFPT	11.4991	11.4778	9.43419	12.1381	12.1653	10.263
TFR2	0.0376735	0.0481186	0.0124552	0.0249704	0.0247379	0.0370044
TFRC	205.537	218.945	194.575	183.84	179.429	179.595
TG	0.0551577	0.0858611	0.133352	0.106248	0.135822	0.111742
TGDS	15.1017	14.4344	17.5361	16.146	16.9855	17.0865
TGFA	0.0138555	0	0.0206141	0.034438	0.0204709	0.047633
TGFB1	38.3296	36.1989	42.708	45.2587	44.9787	42.7834
TGFB1I1	4.74598	3.89293	4.83479	5.28893	5.25985	4.71213
TGFB2	5.09904	4.85102	6.09387	6.25511	6.31507	6.47914
TGFB3	1.02127	0.941741	0.899355	0.8825	0.799096	0.843755
TGFBI	0.426322	0.376976	0.314429	0.391247	0.355312	0.300641
TGFBR1	21.784	23.0424	34.4769	30.7571	32.5534	32.73
TGFBR2	13.4022	13.5351	13.8992	13.4127	14.3896	14.0084
TGFBR3	13.9726	14.0113	12.0317	11.4098	12.2473	12.0101
TGFBR3L	0.621397	0.388213	0.616339	0.590933	0.479001	0.451135
TGFBRAP1	7.68009	7.6113	7.70644	7.96426	8.22348	8.22916
TGIF1	25.3272	26.3287	22.174	23.1961	23.5269	20.999
TGIF2	4.10688	4.55457	4.63762	4.4875	4.43461	4.16074
TGIF2-C20orf24	0	0	0.33651	0.314496	0.527662	0
TGIF2LX	0	0	0	0.0439291	0	0
TGIF2LY	0	0	0	0	0	0
TGM1	0.198905	0.127026	0.241127	0.153807	0.174147	0.282204
TGM2	2.7769	2.75536	3.72642	3.7267	3.8038	3.93473
TGM3	0.022994	0	0.0114034	0.0228607	0.0226484	0.0225856
TGM4	0.0203456	0.00974489	0.01009	0.0101138	0.0300596	0.0499605
TGM5	0	0	0	0	0	0
TGM6	0	0	0	0	0	0
TGM7	0	0.0129198	0.0133773	0	0	0
TGOLN2	67.8287	69.7869	70.6436	70.8341	69.6378	71.1896
TGS1	12.0894	12.0807	10.8267	10.5443	10.2536	10.9218
TH	0.0352455	0.0506459	0	0.0525633	0.0173562	0.017308
THADA	9.11758	9.51426	8.93718	8.7808	8.48354	8.54439
THAP1	6.69752	7.17404	7.89033	6.7096	6.78523	6.82837
THAP10	17.8167	16.358	19.2629	18.8329	19.752	18.9093
THAP11	15.4143	13.584	12.5563	14.3335	13.9008	13.4804
THAP2	2.61906	2.43251	3.00535	2.78682	2.71865	3.19911
THAP3	3.97884	4.26543	4.88412	4.27734	5.315	4.48135
THAP4	12.5886	12.4888	12.429	13.8818	11.697	12.9356
THAP5	20.605	23.1765	24.4173	21.8861	22.5975	23.3089
THAP6	5.47781	5.38464	5.38307	5.30361	5.77731	5.70334
THAP7	65.0582	65.6999	55.931	62.6735	61.9917	56.677
THAP7-AS1	8.33903	8.81285	7.38881	8.9154	9.4454	8.99481
THAP8	3.80563	4.36794	3.68768	4.95176	4.64667	4.65101
THAP9	2.04694	2.38711	2.95715	2.71343	2.57866	2.66621
THAP9-AS1	16.2415	17.0496	17.4167	15.5825	16.0445	15.7734
THBD	0.215414	0.0996189	0.15472	0.199395	0.131696	0.1897
THBS1	1.27774	0.985051	1.03003	1.3007	0.837354	0.930037
THBS2	0.644317	0.714415	1.33853	1.10967	1.17432	0.9817
THBS3	3.87546	4.47407	4.83426	5.15158	5.26551	5.68078
THBS4	1.01817	1.07469	1.28106	1.49028	1.46716	1.31493
THEG	0	0	0	0	0	0
THEG5	0	0	0	0	0	0
THEGL	0.405428	0.388375	0.379788	0.42547	0.288408	0.221237
THEM4	5.64479	5.19347	5.37739	5.24209	5.39642	5.23525
THEM5	0	0.028901	0	0.029995	0	0
THEM6	4.45781	4.07199	4.40783	4.81615	5.38315	4.60908
THEMIS	0.0313593	0.0450639	0.0155478	0.0155845	0.0386118	0.0230995
THEMIS2	0.879537	0.602745	0.926579	0.76413	0.750076	0.648433
THG1L	8.26097	8.55647	7.1183	7.75109	7.70454	7.73389
THNSL1	6.9212	6.82867	6.76205	6.04076	6.52658	6.50848
THNSL2	0	0.0153255	0	0	0	0
THOC1	15.951	16.6162	14.8204	13.8375	14.7174	14.2831
THOC2	26.1374	26.9578	26.8533	24.4483	24.2783	25.8902
THOC3	9.71531	8.75329	7.22283	9.04985	8.37959	8.18441
THOC5	21.5312	21.3666	19.8334	21.4018	20.6794	19.9011
THOC6	28.7985	27.9006	21.3999	25.7691	26.5928	25.6006
THOC7	93.6624	93.5825	83.2244	81.9098	78.6427	83.4238
THOP1	29.1225	30.8579	24.1012	25.8209	26.0944	24.5579
THPO	0.0358501	0	0	0.0713183	0.08833	0.0348821
THRA	27.1369	25.8072	22.3183	25.1307	25.9095	25.4057
THRAP3	63.9269	63.8478	61.1647	61.2555	59.1429	61.0801
THRB	0.245095	0.247144	0.254736	0.304462	0.326911	0.326102
THRB-AS1	0.0417221	0.0399672	0.0413826	0.0414802	0.08219	0
THRSP	0.0582393	0.195282	0.144434	0.115824	0.114728	0.171615
THSD1	0.880833	0.702554	0.647242	0.814707	0.944657	0.688868
THSD4	14.92	14.5088	12.8521	13.1987	13.6118	13.7959
THSD7A	0.120533	0.133833	0.0679275	0.0817054	0.107929	0.0753407
THSD7B	0.267172	0.212474	0.184998	0.195459	0.173783	0.173301
THTPA	11.2871	10.8161	10.0484	10.5782	11.1797	10.6617
THUMPD1	19.4769	19.4472	19.9215	19.4312	19.7964	20.1728
THUMPD2	8.38246	8.04665	7.30995	6.44803	7.26795	7.37118
THUMPD3	51.0715	50.9009	55.4224	50.1714	50.4812	51.5885
THY1	0.738976	0.832085	0.810115	0.812027	0.638481	0.598508
THYN1	57.9269	59.167	61.8299	59.7327	57.8634	62.5121
TIA1	22.9661	22.3747	21.9306	21.0033	21.7037	21.4678
TIAF1	0.483287	0.467666	0.456107	0.367845	0.755718	0.436426
TIAL1	33.0953	32.9006	31.578	30.1838	30.8613	30.0218
TIAM1	0.0609883	0.0740025	0.116951	0.137439	0.124148	0.127798
TIAM2	1.40887	1.3353	1.19001	1.23242	1.27001	1.26649
TICAM1	4.58438	4.47809	3.91988	4.47922	3.95938	4.24786
TICAM2	0.149228	0.163918	0	0.152412	0.15425	0.179996
TICRR	8.00536	8.8737	8.81274	8.12511	8.51323	8.7575
TIE1	0	0.0073683	0	0	0.0075763	0
TIFA	6.75893	6.58856	6.06498	6.21724	6.42306	6.30791
TIFAB	0	0	0	0	0	0
TIGD1	4.85258	4.97617	4.27271	4.44655	4.35534	4.30593
TIGD2	5.69804	5.0385	5.62168	5.75516	5.50819	5.24054
TIGD3	0.935805	0.865531	0.704142	1.02662	0.905847	0.824095
TIGD4	0.802297	0.840602	0.696296	0.772719	0.950755	0.775734
TIGD5	6.76013	6.5498	5.41517	6.14486	6.55706	6.55153
TIGD6	1.54016	1.82792	1.98215	2.12063	1.85741	1.97714
TIGD7	8.65529	8.27435	9.68636	9.90201	8.88982	9.37596
TIGIT	0.0411474	0.0295625	0.0102031	0.0204544	0.0202645	0.0202083
TIMD4	0.0788753	0	0.0260755	0.0261371	0.0258944	0.0774744
TIMELESS	52.7104	52.3152	53.9277	54.7712	54.7224	55.7595
TIMM10	42.4803	41.8512	44.1124	44.2165	46.3057	41.1916
TIMM10B	9.23681	9.12706	9.49302	8.8082	8.93873	9.44328
TIMM13	48.3229	47.2541	38.6108	45.8164	45.8544	41.679
TIMM17A	76.5085	75.4801	61.7395	63.6334	63.1002	61.7739
TIMM17B	29.6547	30.61	31.2696	33.6361	33.2842	30.905
TIMM21	26.1816	25.5308	25.8413	24.3936	23.4303	25.0868
TIMM22	26.3565	25.9523	26.3914	25.6072	27.1421	25.4512
TIMM23	81.2778	81.1305	74.7132	72.3612	72.7186	73.9337
TIMM44	24.8044	23.3213	20.7088	20.2069	21.2354	19.7461
TIMM50	83.3622	80.7759	72.3943	80.0378	75.6994	72.3407
TIMM8A	19.105	19.6668	16.177	17.0044	15.8945	16.3337
TIMM8B	95.4794	91.9993	77.4655	78.2702	80.0348	81.5862
TIMM9	48.5783	48.2481	46.9896	46.6803	43.1722	47.8752
TIMMDC1	33.1538	32.3278	30.1639	29.9299	29.3698	28.9466
TIMP1	135.884	134.068	153.065	161.361	155.736	154.873
TIMP2	33.0318	31.5792	25.3261	25.7299	25.1339	25.8897
TIMP3	111.138	108.985	223.623	203.373	212.79	214.262
TIMP4	0.397854	0.419232	1.30223	1.14709	1.05806	1.11375
TINAG	0.0710701	0.204242	0.29959	0.176645	0.192505	0.157068
TINAGL1	3.91756	3.28583	7.95676	7.7019	6.98147	6.24709
TINCR	0.114095	0.12491	0.113167	0.178253	0.128435	0.104064
TINF2	29.2275	28.1425	36.6464	38.0791	38.0046	36.7949
TIPARP	4.3327	4.29641	5.14123	4.49531	4.66349	4.69467
TIPARP-AS1	0.0850917	0.0931535	0.0482261	0.12085	0.0838122	0.083577
TIPIN	27.7621	28.1633	25.9118	23.4255	22.8177	22.6248
TIPRL	49.3714	46.1153	52.0673	47.2671	47.5187	50.7865
TIRAP	6.70507	6.13833	6.84968	6.903	6.41125	6.58896
TISP43	0	0	0	0	0	0
TJAP1	12.0152	12.3214	10.9066	11.3428	11.3254	11.5898
TJP1	40.9686	39.1888	39.5405	38.4029	38.2511	39.2952
TJP2	7.67151	7.43509	8.67611	8.54116	8.26395	8.39077
TJP3	0.673948	0.496754	0.80505	0.797644	0.91553	0.85461
TK1	50.395	49.2149	51.2009	56.9904	54.3677	53.5546
TK2	9.01463	9.59755	11.4126	11.697	11.9129	12.4165
TKT	335.247	315.672	265.757	296.498	293.188	285.43
TKTL1	0.0478803	0.0688016	0.011869	0.0118971	0.0353692	0.0235125
TKTL2	0.0109482	0	0	0	0	0.0107537
TLCD1	4.18523	4.8309	5.02723	5.09325	5.15391	5.04065
TLCD2	2.52068	2.25208	3.27744	3.1363	3.32841	3.49078
TLE1	48.926	46.9303	36.7593	39.2533	39.967	39.5828
TLE2	2.85716	2.69147	3.08215	3.1927	3.03766	2.98822
TLE3	5.19286	4.51085	4.52062	4.27722	4.2515	4.37034
TLE4	17.7823	17.598	17.8176	17.4738	16.7074	15.9479
TLE6	0.126073	0.135866	0.203203	0.266351	0.248355	0.433416
TLK1	10.7846	10.2061	12.016	11.0081	10.5136	11.5564
TLK2	14.0581	14.2211	14.3437	13.7241	13.7831	13.3859
TLL1	0.120734	0.150352	0.12383	0.100028	0.0832434	0.0988245
TLL2	0.268475	0.290367	0.253404	0.279833	0.307091	0.263706
TLN1	77.862	77.8506	78.4586	82.4879	82.9403	81.1491
TLN2	0.514341	0.502228	0.500296	0.563236	0.540874	0.485681
TLR1	1.33194	1.44055	1.23586	1.24946	1.38598	1.27663
TLR10	0.190714	0.224078	0.12935	0.172371	0.188043	0.239016
TLR2	0.0711288	0.0851712	0.0793686	0.0883955	0.0525448	0.0785986
TLR3	3.18706	3.04341	2.97225	2.90952	2.94173	3.10092
TLR4	0.0107492	0.0154464	0.0266567	0.0213754	0.0211769	0.0263981
TLR5	0.153967	0.167603	0.201305	0.16699	0.12408	0.185604
TLR6	3.54264	3.85379	3.55351	3.2087	3.35633	3.18974
TLR7	0.0772062	0.0739587	0.0471248	0.070854	0.070196	0.0583345
TLR8	0	0.00678935	0	0	0	0
TLR8-AS1	0.164195	0.0589833	0.122144	0.0612162	0.161727	0.100799
TLR9	0.108588	0.10402	0.12309	0.169648	0.160433	0.091422
TLX1	0.627458	0.915909	1.50914	1.27734	1.47149	1.6435
TLX1NB	0.0508258	0.0324587	0.0336081	0.0505311	0.0500619	0.0832052
TLX2	0	0.0419419	0.0144757	0.0145099	0	0.0286706
TLX3	0.0441044	0.0211247	0.131236	0.0438487	0.0868831	0.0433211
TM2D1	26.9004	24.2072	25.0644	26.4473	25.1579	26.6895
TM2D2	52.0591	47.1572	53.6235	52.0878	53.3194	52.4287
TM2D3	17.1774	16.3475	17.8114	16.887	17.5	17.4152
TM4SF1	0	0.018313	0.0189615	0.0380126	0.0188298	0.0187776
TM4SF18	0	0.0156886	0.0162443	0.0244247	0.0161314	0.0160867
TM4SF19	0.000225716	0.105078	0.181348	0.0726995	0.000143254	0.00105572
TM4SF19-TCTEX1D2	0.151969	0	0	0	0.0753058	0.108678
TM4SF20	0.0136032	0.013031	0	0.040573	0	0
TM4SF4	0.0607836	0.0582269	0.0803851	0	0.0399133	0.0199013
TM4SF5	0	0	0	0	0	0
TM6SF1	0.652504	0.625058	0.839602	0.718853	0.764288	0.796813
TM6SF2	0	0	0	0	0	0
TM7SF2	3.20875	3.40875	3.03982	3.41509	3.34286	3.9195
TM7SF3	41.8659	40.4932	40.1964	38.3447	40.2825	37.6876
TM9SF1	26.0521	26.0586	28.4384	30.0737	30.0807	29.3639
TM9SF2	195.122	186.651	192.613	187.049	188.069	189.657
TM9SF3	56.5709	53.9987	57.8828	54.5236	55.9046	54.6674
TM9SF4	29.1956	29.7358	31.0653	31.0038	30.4488	31.3486
TMA16	11.4943	11.5192	11.4501	10.5207	9.83484	10.0519
TMA7	455.224	438.49	426.531	427.647	404.471	429.709
TMBIM1	0	0.012697	0.0657332	0.0263553	0.0261454	0.0260382
TMBIM4	38.1805	37.1151	40.0212	38.4325	40.8375	41.5037
TMBIM6	561.29	545.712	617.931	592.96	596.107	608.728
TMC1	0.123335	0.172676	0.122331	0.20751	0.186893	0.22365
TMC2	0.124665	0.0918628	0.0951159	0.123943	0.103901	0.0753545
TMC3	0.00917507	0.00878915	0	0	0.0180743	0
TMC4	0.276995	0.180911	0.262251	0.275389	0.334842	0.222604
TMC5	0.106159	0.101693	0.0323921	0.00811847	0.112606	0.0641681
TMC6	1.79165	2.00176	2.13702	2.53648	2.18706	2.24525
TMC7	0.366029	0.279206	0.363048	0.350429	0.33382	0.312923
TMC8	0.0269847	0.0775489	0.0334563	0.0804847	0.0465134	0.0463844
TMCC1	6.69655	6.0605	5.97937	5.76705	6.06566	6.2073
TMCC2	3.32246	3.12847	2.77019	3.42618	3.33129	3.16247
TMCC3	1.66326	1.67994	1.5002	1.40382	1.47493	1.71269
TMCO1	35.6498	34.2603	36.5995	33.7092	33.6923	34.6051
TMCO2	0.0528968	0	0	0	0.0521017	0.103915
TMCO3	83.2867	83.8662	84.4387	87.9925	87.9042	91.1006
TMCO4	4.70117	4.89674	5.58938	6.14344	6.36948	6.30141
TMCO5A	0	0	0	0	0	0
TMCO5B	0.217547	0.208396	0.215776	0.173028	0.214277	0.213683
TMCO6	5.29768	5.60819	5.35496	5.63598	5.66674	5.93275
TMED1	33.8224	37.0047	33.7916	38.0379	37.9761	34.9167
TMED10	35.6229	35.6455	40.6873	39.212	39.5018	40.2713
